EDGE	CONSISTENCY
16193~16195	0.5
16159~16195	0.4
18413~16195	0.3
16189~16194	0.2
16189~16452	0.1
16168~16194	0.1
16194~16452	0.1
16000~16590	0.1
16000~12978	0.1
18413~16452	-0.1
17096~14360	-0.1
21926~21937	-0.1
18413~16194	-0.2
16195~16452	-0.2
16193~16452	-0.3
16159~16194	-0.3
16189~16195	-0.3
21939~16159	-0.3
16168~16195	-0.3
16193~16194	-0.4
