EDGE	CONSISTENCY
58231~56484	0.3
58231~56458	0.2
56274~16798	0.2
26416~56484	0.2
26416~56458	0.1
12388~12550	0.1
29806~50523	0.1
56637~12005	0
56637~11789	0
56637~93687	0
29806~16798	0
16798~97064	0
12005~21416	0
12005~93687	0
11789~21416	0
11789~93687	0
22411~14362	-0.1
14734~22411	-0.1
20869~56484	-0.1
20869~56458	-0.1
50523~97064	-0.1
407821~14362	-0.2
23805~21416	-0.2
23805~93687	-0.2
56637~23805	-0.2
22411~14368	-0.2
56274~50523	-0.2
12550~107746	-0.2
407821~14368	-0.3
