EDGE	CONSISTENCY
23871~13653	0.5
20848~17869	0.4
20848~16477	0.3
17127~17869	0.3
20848~15251	0.2
20807~14281	0.1
20851~14281	0.1
17127~12168	0.1
23871~14281	0
16476~14281	0
20850~14281	0
12912~14281	0
12912~16476	0
20850~16477	-0.1
20848~14281	-0.2
20848~16600	-0.2
20851~16477	-0.2
14281~17869	-0.2
16476~17869	-0.2
20850~17869	-0.2
20851~17869	-0.3
20807~13653	-0.5
