EDGE	CONSISTENCY
3908~8515	1
3908~8516	1
3908~3672	0.9
3908~3655	0.9
3908~3676	0.9
3908~3690	0.9
3908~3675	0.8
3908~3688	0.8
3908~1605	0.8
60~3690	0.8
71~3690	0.8
3908~3685	0.6
3908~3693	0.5
3728~51176	0.3
1499~51176	0.3
3728~6934	0.2
1499~6934	0.2
1499~83439	-0.4
3908~3678	-0.5
3728~6932	-0.5
3728~83439	-0.5
1499~6932	-0.5
3908~3679	-0.9
3908~3696	-0.9
3908~22801	-1
3908~3673	-1
