EDGE	CONSISTENCY
17874~16176	0.5
107607~16175	0.5
107607~16176	0.3
17874~26409	0.2
11596~18795	0.2
215653~56274	0.2
69601~26408	0.1
12540~26408	0.1
12540~26403	0.1
107607~192656	0
21898~21926	0
19766~26409	0
332579~192656	0
21898~117149	-0.1
257632~192656	-0.1
17874~21926	-0.2
21898~17874	-0.2
66824~16176	-0.3
